date,index_100_eur,index_100_usd,index_100_gbp
1971-01-31,100.0,100.0,100.0
1971-02-28,100.70605821911151,100.84329999999999,100.90173568708607
1971-03-31,104.8760768889237,105.07004607619996,105.09613099329931
1971-04-30,108.13264055429251,108.30105506308921,108.21600070661421
1971-05-31,104.71181524509569,105.52724844081338,105.50979004914474
1971-06-30,105.43638294426107,106.39088344205298,106.2941484678537
1971-07-31,103.25456793279493,104.49084865466138,104.44764205167809
1971-08-31,104.23997411658175,106.5636336194239,104.99569101756481
1971-09-30,101.85433675429967,105.34433252355045,102.49100070126404
1971-10-31,97.06548083468698,101.13782798155255,98.13381446680783
1971-11-30,97.52561140883826,101.78814421547393,98.67372170930207
1971-12-31,104.15930067521448,110.73959719407114,104.89886452074741
1972-01-31,105.53013198649263,114.58026790395594,106.79197271504913
1972-02-29,108.00104655661131,118.76645799182697,110.17538491478656
1972-03-31,108.72640154603191,120.19913777458238,111.06119162797663
1972-04-30,110.23897479831204,121.57085033486588,112.55663485235723
1972-05-31,112.1055951899296,123.8366878434071,114.56670845489944
1972-06-30,109.45402371787772,120.74782933852899,119.5804189442687
1972-07-31,112.03281891035357,122.40400656573627,120.78514387787197
1972-08-31,115.27480503649505,125.66558372468688,124.0795580999297
1972-09-30,113.53979751079697,123.54208669090711,123.43485859334523
1972-10-31,115.05976492522613,124.34473962813794,128.43023865715043
1972-11-30,121.43432248995225,130.65448909582818,134.2760657853307
1972-12-31,123.61008852472932,132.83903215351043,136.76536470523678
1973-01-31,123.64094045671202,132.92032964118837,134.91271145593848
1973-02-28,118.5092069019824,133.621351459716,129.72540362197483
1973-03-31,113.85259413779107,133.5908857915832,130.4555068925765
1973-04-30,108.85110763725285,126.63093423272751,122.98819622908614
1973-05-31,106.83377011329833,126.04159386480838,118.73775340352583
1973-06-30,102.74667312973122,126.61054561951414,118.585173568622
1973-07-31,100.05800306744939,129.39458490714162,125.16945560405124
1973-08-31,98.63080402472625,123.77575445213391,121.73128918331506
1973-09-30,101.36529000335264,127.1185662526227,127.32397847900974
1973-10-31,101.35019748336131,128.16513340858052,127.05613840553723
1973-11-30,92.35720470224832,111.3087268975506,114.8432421690733
1973-12-31,94.58170806055463,110.15044828545469,114.6513212853641
1974-01-31,101.06038066744023,110.76013101671471,117.12665823263606
1974-02-28,100.22377938084952,112.23346227949904,117.88536681054136
1974-03-31,94.67561856715778,109.14468516410494,110.25756870693992
1974-04-30,91.10069721864167,107.07191844815343,106.78038599693318
1974-05-31,85.87483946532267,102.5097981469145,103.42536979981263
1974-06-30,84.48106930931007,99.04506947934695,100.15961136137763
1974-07-31,78.90353635819702,92.92844216858039,94.1119464173968
1974-08-31,72.23096045167475,83.71282148716442,87.37042339308837
1974-09-30,66.13092567704963,75.64533316762491,78.39872600189345
1974-10-31,71.19999264326928,82.63579405097829,85.53361958417253
1974-11-30,68.76203820871584,81.09141369595957,84.29601525203726
1974-12-31,66.16416528616149,79.49618340573265,81.88073019387221
1975-01-31,73.33215351100318,90.83536001435955,92.16595983156883
1975-02-28,78.37535322331202,98.60814177078828,98.09684029493972
1975-03-31,77.78395622765436,99.07554436278183,99.54497961038601
1975-04-30,82.08065803883692,102.9264126210744,105.83339424508094
1975-05-31,82.9024575777762,105.11092280254408,109.7129295262824
1975-06-30,83.75034749128787,106.17779866898991,117.01582425457771
1975-07-31,81.34270498761406,100.06110804326673,112.29699284298655
1975-08-31,80.23816864961223,98.27281592031748,112.5899076804623
1975-09-30,78.80239755559703,93.91392517017178,111.12458282250284
1975-10-31,81.4069023324547,100.13215398353921,116.48675122223663
1975-11-30,85.39891214403377,102.63165281127631,122.82265223068288
1975-12-31,85.20308205736367,102.47924480685155,122.42813263952708
1976-01-31,93.58962223254261,111.40016554653278,132.6921705800386
1976-02-29,93.45672524680091,110.3231487460289,131.6883170939415
1976-03-31,96.10321943240817,111.3798238647184,140.5342586829011
1976-04-30,96.06288001237562,110.3231634757138,144.943051840321
1976-05-31,94.8845646437136,108.24026214929235,148.71270799641906
1976-06-30,97.27623935486017,111.31893992560467,150.75765007067602
1976-07-31,96.21408721834936,110.02853077398707,149.01006739105677
1976-08-31,95.37207721488312,109.52052904740354,148.94791950446887
1976-09-30,94.45787986357733,110.18093783755938,160.4526500774193
1976-10-31,90.49958409125912,106.06590017120222,155.56589435375818
1976-11-30,89.941168350682,105.38516922390342,154.30533499810068
1976-12-31,95.41731336518502,113.04624948580432,160.65726249675686
1977-01-31,93.41445107806736,108.9820107242907,153.61697534979612
1977-02-28,92.40760202703261,108.23014383230382,152.73528879171695
1977-03-31,91.7216984292785,107.27501281298373,150.7712883570389
1977-04-30,91.70008899240993,108.16915004477994,152.09871063183522
1977-05-31,90.29192418731814,106.41140135655228,149.63581038876706
1977-06-30,93.17031539498731,110.1301605997597,154.81110090937904
1977-07-31,91.75122704156284,108.37237310642695,150.86632579756784
1977-08-31,92.36343534744758,108.48410502309966,150.47594416045513
1977-09-30,93.20135320471275,109.54084869012968,151.5244035382922
1977-10-31,89.94457982016522,107.37665014255877,141.11025499028088
1977-11-30,90.37901231585646,108.42314297484816,144.24992065349372
1977-12-31,87.86253089643728,110.26221632598751,139.04427842798245
1978-01-31,85.22048837644049,106.70603932504179,132.45246699068346
1978-02-28,82.56568431342761,105.56801941564022,131.47868631394576
1978-03-31,84.83212914232227,110.01834484212596,142.83477272897707
1978-04-30,90.41235731048673,114.64142571073694,152.02094487829703
1978-05-31,91.93605523283466,115.75906496999093,152.6239234570254
1978-06-30,91.48636741073724,116.58211192192758,151.4377202364684
1978-07-31,96.02739256464339,124.64959406692495,156.04760678269517
1978-08-31,96.16570470236859,127.16938561098785,158.21887430571385
1978-09-30,95.16228580600898,128.2972508919717,157.03583509177335
1978-10-31,85.24620880617164,125.44212387062174,149.4548005149537
1978-11-30,90.0551163705244,120.66666765699105,150.05123579938797
1978-12-31,88.29821363001136,124.24322768634428,147.12004830221343
1979-01-31,92.33049304616213,127.0678974677933,154.3897946012483
1979-02-28,89.7267740504504,124.31433612966624,148.52104188981673
1979-03-31,93.68190511594347,129.11013458887652,151.32646756613337
1979-04-30,94.49112598037053,128.55134592637586,150.27080446925578
1979-05-31,93.32709138063163,125.95023799290155,147.0879735864929
1979-06-30,92.87657384935912,129.21171940572776,143.21706120651365
1979-07-31,92.8066695668979,129.80105405793725,139.61337845590992
1979-08-31,95.87648483038075,134.61719236770298,144.45936024756304
1979-09-30,94.29890098496028,137.24882386129923,150.60613109500898
1979-10-31,89.85940032900191,126.64113676270709,147.57401012782273
1979-11-30,89.30462701153496,130.13630549622107,143.06116639680073
1979-12-31,90.7375374281045,133.20478944351643,145.1472878074179
1980-01-31,96.79444377078869,140.81504547400343,150.17703751217888
1980-02-29,98.23980322814839,140.46962616745571,149.3934334787538
1980-03-31,95.12659949687962,124.93410692221359,139.8220879971107
1980-04-30,94.4811202969018,132.67639846229008,142.01103637048487
1980-05-31,97.33083933316597,138.76253021255224,143.19937696299846
1980-06-30,101.03000147225009,144.97062705173164,148.78029880486352
1980-07-31,104.79373976327071,148.98399389103176,153.7476656700876
1980-08-31,107.54680966993976,151.44282572620938,152.79544528820475
1980-09-30,111.42468117812324,155.54768351751827,157.52868459792572
1980-10-31,119.39695853866795,159.62209953957617,158.37080378697777
1980-11-30,126.21547817178083,165.85055386361046,170.06452976029342
1980-12-31,125.2001162938658,161.78638604118268,163.70967334280232
1981-01-31,130.30292310429172,156.63494572324538,160.07157801368555
1981-02-28,132.80641987428658,156.64512699471737,171.81212794783553
1981-03-31,135.81672667906548,161.75583090804705,175.15276400318595
1981-04-30,142.68162713508084,161.39010097436397,182.35308721450204
1981-05-31,147.11040398250566,157.79319979394833,184.2750150637151
1981-06-30,150.52659214935292,157.0616705197036,196.7258457587207
1981-07-31,151.91647835347845,153.94242574318227,202.2502282562872
1981-08-31,148.29785421753542,150.47764356698048,197.16241493702879
1981-09-30,129.9434539116302,138.72187861859726,185.9934938283953
1981-10-31,132.42830549545707,142.5218870395965,185.03351757761556
1981-11-30,139.10742220503087,152.66203425868972,188.7699241007448
1981-12-31,138.5485262118866,148.9737195109998,188.05695537644405
1982-01-31,140.11262119874416,146.33196854291123,188.26125638937373
1982-02-28,136.34806679658968,137.024962679645,182.00227735262277
1982-03-31,135.36576804379553,132.84898991702013,180.31956666221456
1982-04-30,137.2185104601723,138.9148747966313,187.13447664161384
1982-05-31,134.10092289059082,134.96246877891753,182.16542268350352
1982-06-30,135.82304579642607,128.4190834051093,178.876572874394
1982-07-31,134.08937091496173,126.33612587227839,175.72206598598697
1982-08-31,145.73186208146572,135.06405712816473,189.77265428748913
1982-09-30,148.12278801272453,135.2469338615163,192.94537498780116
1982-10-31,160.79187631193759,144.10696049878422,207.73057025030445
1982-11-30,164.69750592767036,151.31072334715796,224.12900895797745
1982-12-31,166.00534653844662,157.65094527685056,235.5410352980582
1983-01-31,174.1637570647177,160.56701481163645,255.331339038054
1983-02-28,176.29532079816187,163.49318808956374,261.4809347586577
